maille;date_jour;jour_semaine;semaine;annee;donnees;conso_corrigee;borne_inf;borne_sup;borne_moyenne;conso_brute;borne_inf_brute;borne_sup_brute;borne_moyenne_brute
jour;2025-07-01;27_2;27;2025;CPRC;48046,4166760275;47866,6296537292;49398,8757725208;48375,0791877064;51088,1518426942;47429,9503203958;50115,9787516875;48698,3856599286
jour;2025-07-01;27_2;27;2024;CPRC;45262,8968764304;NA;NA;NA;44639,0556680970;NA;NA;NA
jour;2025-07-01;27_2;27;2023;CPRC;45215,6218695624;NA;NA;NA;45129,5968278957;NA;NA;NA
jour;2025-07-01;27_2;27;2022;CPRC;47078,3631322500;NA;NA;NA;47287,1798614167;NA;NA;NA
jour;2025-07-01;27_2;27;2021;CPRC;46696,4000471717;NA;NA;NA;46450,8806721717;NA;NA;NA
jour;2025-07-01;27_2;27;2020;CPRC;45585,4477378333;NA;NA;NA;45343,1073211666;NA;NA;NA
jour;2025-06-30;27_1;27;2025;CPRC;46725,1250608192;46146,6051811270;47700,8516927917;46955,6100696632;49360,8516858192;45787,2462208125;48143,4436312479;47279,0729342465
jour;2025-06-30;27_1;27;2024;CPRC;44094,8130236735;NA;NA;NA;43713,1325445068;NA;NA;NA
jour;2025-06-30;27_1;27;2023;CPRC;43843,6172352916;NA;NA;NA;43763,8510686249;NA;NA;NA
jour;2025-06-30;27_1;27;2022;CPRC;45852,9463479167;NA;NA;NA;45990,3932854167;NA;NA;NA
jour;2025-06-30;27_1;27;2021;CPRC;45781,9118418323;NA;NA;NA;45487,7773001656;NA;NA;NA
jour;2025-06-30;27_1;27;2020;CPRC;44358,9341198333;NA;NA;NA;44223,6923073333;NA;NA;NA
jour;2025-06-29;26_7;26;2025;CPRC;39829,2083223193;38834,2170823997;40558,7664981694;39513,2714597754;41877,9173223193;38412,7560379375;42051,8288731694;39925,1681542198
jour;2025-06-29;26_7;26;2024;CPRC;38033,3181176943;NA;NA;NA;37929,6824301943;NA;NA;NA
jour;2025-06-29;26_7;26;2023;CPRC;37877,6587437083;NA;NA;NA;37692,3958687083;NA;NA;NA
jour;2025-06-29;26_7;26;2022;CPRC;38427,9304240208;NA;NA;NA;38465,2744656875;NA;NA;NA
jour;2025-06-29;26_7;26;2021;CPRC;39003,1290118316;NA;NA;NA;38844,0253868316;NA;NA;NA
jour;2025-06-29;26_7;26;2020;CPRC;37705,8068576667;NA;NA;NA;37970,3142743333;NA;NA;NA
jour;2025-06-28;26_6;26;2025;CPRC;41661,0833064998;41962,7604178257;43337,8064298998;42288,7545518674;43247,5394731665;41722,8616237083;45166,9206590665;42761,9915970063
jour;2025-06-28;26_6;26;2024;CPRC;39552,5124277776;NA;NA;NA;40060,1736569442;NA;NA;NA
jour;2025-06-28;26_6;26;2023;CPRC;39732,9105714167;NA;NA;NA;39558,0629255833;NA;NA;NA
jour;2025-06-28;26_6;26;2022;CPRC;41583,9894506875;NA;NA;NA;41255,6767006875;NA;NA;NA
jour;2025-06-28;26_6;26;2021;CPRC;40948,9266144190;NA;NA;NA;41101,1634894190;NA;NA;NA
jour;2025-06-28;26_6;26;2020;CPRC;39183,7856339792;NA;NA;NA;40064,9139464792;NA;NA;NA
jour;2025-06-27;26_5;26;2025;CPRC;45778,9999568956;46902,2803057482;48294,4322887094;47599,3778853054;47069,0232693956;46630,4450309792;50162,8772053761;48072,1693193332
jour;2025-06-27;26_5;26;2024;CPRC;43753,0962921248;NA;NA;NA;44833,3080837915;NA;NA;NA
jour;2025-06-27;26_5;26;2023;CPRC;43625,1510027499;NA;NA;NA;43709,7953569166;NA;NA;NA
jour;2025-06-27;26_5;26;2022;CPRC;45959,0426286875;NA;NA;NA;45409,4146078542;NA;NA;NA
jour;2025-06-27;26_5;26;2021;CPRC;46186,8508866567;NA;NA;NA;46087,3778449900;NA;NA;NA
jour;2025-06-27;26_5;26;2020;CPRC;43869,2406245416;NA;NA;NA;45528,1858328750;NA;NA;NA
jour;2025-06-26;26_4;26;2025;CPRC;45673,9583237845;47059,2644501612;49175,6202819749;48073,5450096407;47187,3922196178;47153,2945740417;51027,1856153082;48493,5074089463
jour;2025-06-26;26_4;26;2024;CPRC;44286,2010853401;NA;NA;NA;46112,8564395068;NA;NA;NA
jour;2025-06-26;26_4;26;2023;CPRC;44478,5469520416;NA;NA;NA;45335,0514728749;NA;NA;NA
jour;2025-06-26;26_4;26;2022;CPRC;46760,8697220416;NA;NA;NA;46438,8359720416;NA;NA;NA
jour;2025-06-26;26_4;26;2021;CPRC;46617,0583047255;NA;NA;NA;46148,6890963922;NA;NA;NA
jour;2025-06-26;26_4;26;2020;CPRC;44729,7066156041;NA;NA;NA;46667,7599281041;NA;NA;NA
jour;2025-06-25;26_3;26;2025;CPRC;46294,2083081872;47247,0929167500;48912,4498207972;48009,5184876849;47924,9697040206;47797,1799546667;50390,5039874639;48366,4145397683
jour;2025-06-25;26_3;26;2024;CPRC;44134,5710161874;NA;NA;NA;45683,3989120207;NA;NA;NA
jour;2025-06-25;26_3;26;2023;CPRC;44299,4387605624;NA;NA;NA;44973,1308022291;NA;NA;NA
jour;2025-06-25;26_3;26;2022;CPRC;46556,9618154583;NA;NA;NA;46567,1375862916;NA;NA;NA
jour;2025-06-25;26_3;26;2021;CPRC;46605,9748552781;NA;NA;NA;46063,2636677781;NA;NA;NA
jour;2025-06-25;26_3;26;2020;CPRC;44708,6216180000;NA;NA;NA;46048,2169305000;NA;NA;NA
jour;2025-06-24;26_2;26;2025;CPRC;45854,5832881387;47315,3006252188;48712,0531605833;48017,5383683516;46983,9161631387;47413,9756077917;49460,0284627868;48280,5277121016
jour;2025-06-24;26_2;26;2024;CPRC;44162,7150951804;NA;NA;NA;45010,1706993471;NA;NA;NA
jour;2025-06-24;26_2;26;2023;CPRC;43852,8841399791;NA;NA;NA;44648,0001399791;NA;NA;NA
jour;2025-06-24;26_2;26;2022;CPRC;46225,4668528333;NA;NA;NA;46009,2393320000;NA;NA;NA
jour;2025-06-24;26_2;26;2021;CPRC;46403,4554050214;NA;NA;NA;45977,6601966881;NA;NA;NA
jour;2025-06-24;26_2;26;2020;CPRC;44769,6983682917;NA;NA;NA;45162,6610766250;NA;NA;NA
jour;2025-06-23;26_1;26;2025;CPRC;44479,6875002081;46211,0336583856;47543,2598585417;46701,1709829113;46028,0528127081;46154,1044500523;47889,8552543750;46858,1638648558
jour;2025-06-23;26_1;26;2024;CPRC;43816,4903769443;NA;NA;NA;43807,0820019443;NA;NA;NA
jour;2025-06-23;26_1;26;2023;CPRC;42610,5249327083;NA;NA;NA;44231,1156618749;NA;NA;NA
jour;2025-06-23;26_1;26;2022;CPRC;45324,0418316458;NA;NA;NA;45021,3327691458;NA;NA;NA
jour;2025-06-23;26_1;26;2021;CPRC;45269,4375893439;NA;NA;NA;45063,8935476773;NA;NA;NA
jour;2025-06-23;26_1;26;2020;CPRC;43857,4750668125;NA;NA;NA;43753,8414418125;NA;NA;NA
jour;2025-06-22;25_7;25;2025;CPRC;38240,2082547151;38452,4508241042;39901,0924525625;38951,6948793877;40474,5885672151;38517,8293898125;40251,3226817292;39015,5221259155
jour;2025-06-22;25_7;25;2024;CPRC;38406,9808673471;NA;NA;NA;37993,0127631804;NA;NA;NA
jour;2025-06-22;25_7;25;2023;CPRC;36527,6227323125;NA;NA;NA;38473,5207948125;NA;NA;NA
jour;2025-06-22;25_7;25;2022;CPRC;39307,7795511042;NA;NA;NA;38993,8147386042;NA;NA;NA
jour;2025-06-22;25_7;25;2021;CPRC;38915,1218111255;NA;NA;NA;38801,2657069588;NA;NA;NA
jour;2025-06-22;25_7;25;2020;CPRC;37348,4235846250;NA;NA;NA;37169,1383554583;NA;NA;NA
jour;2025-06-21;25_6;25;2025;CPRC;40155,2707793262;41141,1915019167;43012,9920466458;41623,4201299476;42632,4453626596;40943,1724670677;43438,4657549792;41663,8601195309
jour;2025-06-21;25_6;25;2024;CPRC;39834,3069247568;NA;NA;NA;39554,2710497568;NA;NA;NA
jour;2025-06-21;25_6;25;2023;CPRC;38747,2705242708;NA;NA;NA;40009,1335659375;NA;NA;NA
jour;2025-06-21;25_6;25;2022;CPRC;40786,7474253542;NA;NA;NA;40727,5846128542;NA;NA;NA
jour;2025-06-21;25_6;25;2021;CPRC;40898,4743494488;NA;NA;NA;40567,3655161154;NA;NA;NA
jour;2025-06-21;25_6;25;2020;CPRC;39675,5108353542;NA;NA;NA;39404,6348978542;NA;NA;NA
jour;2025-06-20;25_5;25;2025;CPRC;44863,6250448123;46268,7599948333;48998,1862809792;47015,2884779742;47068,2952739789;46133,7100891431;49750,4509268125;47283,1937279742
jour;2025-06-20;25_5;25;2024;CPRC;44323,2600712567;NA;NA;NA;44302,0703004234;NA;NA;NA
jour;2025-06-20;25_5;25;2023;CPRC;43410,9023092499;NA;NA;NA;44174,1775592499;NA;NA;NA
jour;2025-06-20;25_5;25;2022;CPRC;45425,0236432083;NA;NA;NA;45797,7994973750;NA;NA;NA
jour;2025-06-20;25_5;25;2021;CPRC;45603,1984302989;NA;NA;NA;45170,7683677989;NA;NA;NA
jour;2025-06-20;25_5;25;2020;CPRC;44223,7684818750;NA;NA;NA;43946,0591068750;NA;NA;NA
jour;2025-06-19;25_4;25;2025;CPRC;45334,1041942706;46709,0418046354;50642,2073940208;47897,4155310170;46999,0112776040;46795,6487629687;51868,9114773542;48457,8754372670
jour;2025-06-19;25_4;25;2024;CPRC;44710,7900767150;NA;NA;NA;44870,4203267150;NA;NA;NA
jour;2025-06-19;25_4;25;2023;CPRC;43661,2770197083;NA;NA;NA;44726,7033322082;NA;NA;NA
jour;2025-06-19;25_4;25;2022;CPRC;46502,0415579166;NA;NA;NA;47223,8066412500;NA;NA;NA
jour;2025-06-19;25_4;25;2021;CPRC;46229,7772047975;NA;NA;NA;45781,4335797975;NA;NA;NA
jour;2025-06-19;25_4;25;2020;CPRC;44877,4318724583;NA;NA;NA;44635,7462682917;NA;NA;NA
jour;2025-06-18;25_3;25;2025;CPRC;45033,0416990623;46541,7506280342;50331,2636938750;47923,1279695079;46110,7590740623;47093,1949613676;51596,5545272083;48381,6956222856
jour;2025-06-18;25_3;25;2024;CPRC;44393,6511920762;NA;NA;NA;44763,8540462428;NA;NA;NA
jour;2025-06-18;25_3;25;2023;CPRC;43648,4702801041;NA;NA;NA;44897,6186342708;NA;NA;NA
jour;2025-06-18;25_3;25;2022;CPRC;46676,7040328125;NA;NA;NA;47509,4549286458;NA;NA;NA
jour;2025-06-18;25_3;25;2021;CPRC;46474,1026718982;NA;NA;NA;46086,2583593982;NA;NA;NA
jour;2025-06-18;25_3;25;2020;CPRC;44813,4260134375;NA;NA;NA;44591,8793259375;NA;NA;NA
jour;2025-06-17;25_2;25;2025;CPRC;44573,5833083609;46739,0761679976;49776,9857310833;47806,1622003244;45250,2976208609;47160,1334179976;50955,3023769167;48015,9134399078
jour;2025-06-17;25_2;25;2024;CPRC;44716,3929412498;NA;NA;NA;44941,6816079165;NA;NA;NA
jour;2025-06-17;25_2;25;2023;CPRC;43324,5248176666;NA;NA;NA;44582,8049843333;NA;NA;NA
jour;2025-06-17;25_2;25;2022;CPRC;46638,9626706042;NA;NA;NA;47576,0470664375;NA;NA;NA
jour;2025-06-17;25_2;25;2021;CPRC;46099,8871886463;NA;NA;NA;45968,4185011463;NA;NA;NA
jour;2025-06-17;25_2;25;2020;CPRC;44726,9467761875;NA;NA;NA;44537,9506511875;NA;NA;NA
jour;2025-06-16;25_1;25;2025;CPRC;43493,7291498401;45835,1568896813;48084,9220880833;46485,4739962947;43905,3387331734;45775,8748959828;49016,5349839167;46547,4551143503
jour;2025-06-16;25_1;25;2024;CPRC;44056,9399125762;NA;NA;NA;43897,5254959096;NA;NA;NA
jour;2025-06-16;25_1;25;2023;CPRC;42346,2779399166;NA;NA;NA;43494,3772524166;NA;NA;NA
jour;2025-06-16;25_1;25;2022;CPRC;45472,8218537292;NA;NA;NA;46807,9939162292;NA;NA;NA
jour;2025-06-16;25_1;25;2021;CPRC;44782,9603644865;NA;NA;NA;45073,3548644865;NA;NA;NA
jour;2025-06-16;25_1;25;2020;CPRC;43593,4960851250;NA;NA;NA;43419,0360434583;NA;NA;NA
jour;2025-06-15;24_7;24;2025;CPRC;37346,3334139096;37887,0935021667;39826,1407526875;38849,2318761673;38320,6182264096;37871,0014188333;40434,5643985208;38887,9449733895
jour;2025-06-15;24_7;24;2024;CPRC;38288,9503775624;NA;NA;NA;38202,4078358957;NA;NA;NA
jour;2025-06-15;24_7;24;2023;CPRC;36147,8532743958;NA;NA;NA;37749,1218993958;NA;NA;NA
jour;2025-06-15;24_7;24;2022;CPRC;38794,1012931042;NA;NA;NA;41102,4899181042;NA;NA;NA
jour;2025-06-15;24_7;24;2021;CPRC;38206,7363255840;NA;NA;NA;38856,5820755840;NA;NA;NA
jour;2025-06-15;24_7;24;2020;CPRC;37451,1711927083;NA;NA;NA;37319,7102760417;NA;NA;NA
jour;2025-06-14;24_6;24;2025;CPRC;39121,8958829443;40764,7349287708;42445,1721400417;41525,5446458650;40970,8280704443;41265,7776579375;42791,8893275417;41641,8019305872
jour;2025-06-14;24_6;24;2024;CPRC;39767,3709338540;NA;NA;NA;39805,4026213540;NA;NA;NA
jour;2025-06-14;24_6;24;2023;CPRC;38420,6643869792;NA;NA;NA;40045,2646786458;NA;NA;NA
jour;2025-06-14;24_6;24;2022;CPRC;41510,1549853750;NA;NA;NA;44437,7040687083;NA;NA;NA
jour;2025-06-14;24_6;24;2021;CPRC;40535,9254873670;NA;NA;NA;41587,0954665337;NA;NA;NA
jour;2025-06-14;24_6;24;2020;CPRC;39460,6705754583;NA;NA;NA;39402,5354504583;NA;NA;NA
jour;2025-06-13;24_5;24;2025;CPRC;44358,1250051109;46851,1959099035;47938,1863788333;47197,4181895053;46210,4771509442;46741,7245715244;48314,8637330000;47400,2126860331
jour;2025-06-13;24_5;24;2024;CPRC;44083,9410630206;NA;NA;NA;44045,7652296873;NA;NA;NA
jour;2025-06-13;24_5;24;2023;CPRC;43122,5337236041;NA;NA;NA;44405,1726194374;NA;NA;NA
jour;2025-06-13;24_5;24;2022;CPRC;46551,4244088750;NA;NA;NA;48924,8304088750;NA;NA;NA
jour;2025-06-13;24_5;24;2021;CPRC;45247,2434044164;NA;NA;NA;46613,2000085831;NA;NA;NA
jour;2025-06-13;24_5;24;2020;CPRC;44261,8861863125;NA;NA;NA;44321,4808529792;NA;NA;NA
jour;2025-06-12;24_4;24;2025;CPRC;44590,6458082220;46886,4028906036;48719,5213464375;47759,2662543360;45930,7507665553;47058,1058000165;49351,8677214375;48044,6558932249
jour;2025-06-12;24_4;24;2024;CPRC;44334,5859421665;NA;NA;NA;44497,8614838331;NA;NA;NA
jour;2025-06-12;24_4;24;2023;CPRC;43522,6246902083;NA;NA;NA;44663,4085652083;NA;NA;NA
jour;2025-06-12;24_4;24;2022;CPRC;46934,5232192708;NA;NA;NA;48756,7435317708;NA;NA;NA
jour;2025-06-12;24_4;24;2021;CPRC;45755,7147556427;NA;NA;NA;47646,2573598094;NA;NA;NA
jour;2025-06-12;24_4;24;2020;CPRC;44601,9629313125;NA;NA;NA;44893,9198688125;NA;NA;NA
jour;2025-06-11;24_3;24;2025;CPRC;44626,4374888678;46782,8178143064;48391,3479380417;47459,0360583107;45304,4491555345;46637,9709500372;48845,4827088750;47749,2875027552
jour;2025-06-11;24_3;24;2024;CPRC;44108,7626630207;NA;NA;NA;44413,3060796873;NA;NA;NA
jour;2025-06-11;24_3;24;2023;CPRC;43419,4331835416;NA;NA;NA;44490,7775168749;NA;NA;NA
jour;2025-06-11;24_3;24;2022;CPRC;46979,8872745833;NA;NA;NA;48348,1742537500;NA;NA;NA
jour;2025-06-11;24_3;24;2021;CPRC;46206,1091716182;NA;NA;NA;48261,7479007849;NA;NA;NA
jour;2025-06-11;24_3;24;2020;CPRC;44357,9336182708;NA;NA;NA;44868,0672224375;NA;NA;NA
jour;2025-06-10;24_2;24;2025;CPRC;44021,5832990068;45952,6206744950;48131,3986364375;47006,5175206275;44111,7827781734;46554,6818745417;48375,4490947708;47352,7566386831
jour;2025-06-10;24_2;24;2024;CPRC;44039,7337285137;NA;NA;NA;44125,4556868470;NA;NA;NA
jour;2025-06-10;24_2;24;2023;CPRC;43209,9505263957;NA;NA;NA;44196,4065680624;NA;NA;NA
jour;2025-06-10;24_2;24;2022;CPRC;46600,7147357500;NA;NA;NA;47258,0104857500;NA;NA;NA
jour;2025-06-10;24_2;24;2021;CPRC;45891,0293577178;NA;NA;NA;47660,2897952178;NA;NA;NA
jour;2025-06-10;24_2;24;2020;CPRC;44089,8460667917;NA;NA;NA;44589,6432334583;NA;NA;NA
jour;2025-06-09;PentecostMonday;24;2025;CPRC;39029,0207501387;39121,3164932917;41103,2388734792;40270,8271800545;38952,2182918054;39717,6173789792;43182,1133318125;40877,5725307490
jour;2025-06-09;PentecostMonday;24;2024;CPRC;39194,9850583054;NA;NA;NA;39400,8758708054;NA;NA;NA
jour;2025-06-09;PentecostMonday;24;2023;CPRC;37563,0238449792;NA;NA;NA;37937,0596366458;NA;NA;NA
jour;2025-06-09;PentecostMonday;24;2022;CPRC;39864,2402943125;NA;NA;NA;40037,7970234792;NA;NA;NA
jour;2025-06-09;PentecostMonday;24;2021;CPRC;40374,3017371422;NA;NA;NA;44292,9416121422;NA;NA;NA
jour;2025-06-09;PentecostMonday;24;2020;CPRC;37121,2728673750;NA;NA;NA;37526,6204298750;NA;NA;NA
jour;2025-06-08;23_7;23;2025;CPRC;37383,6665969374;37337,6617628125;38905,1121906250;38420,6451972001;37272,8555344374;38132,8098044792;39346,7814822917;38781,9434819223
jour;2025-06-08;23_7;23;2024;CPRC;37720,4697305137;NA;NA;NA;37691,5006055137;NA;NA;NA
jour;2025-06-08;23_7;23;2023;CPRC;36465,4063509167;NA;NA;NA;37706,3085800833;NA;NA;NA
jour;2025-06-08;23_7;23;2022;CPRC;38725,8946108958;NA;NA;NA;39370,2322358958;NA;NA;NA
jour;2025-06-08;23_7;23;2021;CPRC;37885,8045270429;NA;NA;NA;39020,5188187096;NA;NA;NA
jour;2025-06-08;23_7;23;2020;CPRC;36682,1999053958;NA;NA;NA;36986,3191762292;NA;NA;NA
jour;2025-06-07;23_6;23;2025;CPRC;39768,2083361387;40607,5516136667;41767,3217125417;41204,6754398620;39694,2396694720;40751,7729261667;42156,8376708750;41538,2141968065
jour;2025-06-07;23_6;23;2024;CPRC;40384,6074483401;NA;NA;NA;40444,6728650068;NA;NA;NA
jour;2025-06-07;23_6;23;2023;CPRC;38240,2872471042;NA;NA;NA;39534,3276429375;NA;NA;NA
jour;2025-06-07;23_6;23;2022;CPRC;40882,4115812708;NA;NA;NA;41307,3297062708;NA;NA;NA
jour;2025-06-07;23_6;23;2021;CPRC;40205,2112115637;NA;NA;NA;41224,5795448971;NA;NA;NA
jour;2025-06-07;23_6;23;2020;CPRC;38786,5692502708;NA;NA;NA;38850,8809794375;NA;NA;NA
jour;2025-06-06;23_5;23;2025;CPRC;44033,8957951109;45651,3792545000;48054,0926926875;46787,7214067212;43973,8453159442;46002,0539836667;48702,1089426875;47075,7716601935
jour;2025-06-06;23_5;23;2024;CPRC;44005,9276036179;NA;NA;NA;44038,3099786179;NA;NA;NA
jour;2025-06-06;23_5;23;2023;CPRC;42578,2269479791;NA;NA;NA;43923,5111771458;NA;NA;NA
jour;2025-06-06;23_5;23;2022;CPRC;45763,9909143958;NA;NA;NA;45808,4316852292;NA;NA;NA
jour;2025-06-06;23_5;23;2021;CPRC;45094,8944350947;NA;NA;NA;46093,9132892614;NA;NA;NA
jour;2025-06-06;23_5;23;2020;CPRC;43382,0179797292;NA;NA;NA;43467,1252713958;NA;NA;NA
jour;2025-06-05;23_4;23;2025;CPRC;44708,1250400275;46240,2125149375;48810,5154099167;47308,6273484242;44608,2650816942;46660,5891399375;49003,0595974167;47532,7542060631
jour;2025-06-05;23_4;23;2024;CPRC;44507,4459380137;NA;NA;NA;44554,3314796804;NA;NA;NA
jour;2025-06-05;23_4;23;2023;CPRC;43113,8474614583;NA;NA;NA;44250,2274822916;NA;NA;NA
jour;2025-06-05;23_4;23;2022;CPRC;45965,5155998750;NA;NA;NA;45881,5453498750;NA;NA;NA
jour;2025-06-05;23_4;23;2021;CPRC;45584,1831147409;NA;NA;NA;46362,9276355742;NA;NA;NA
jour;2025-06-05;23_4;23;2020;CPRC;43690,7631326875;NA;NA;NA;43771,5791535208;NA;NA;NA
jour;2025-06-04;23_3;23;2025;CPRC;44311,1666001386;46214,3662954792;48602,0893062292;47338,9683845269;44274,2513084719;46667,1428371458;48649,9162853958;47519,6374713324
jour;2025-06-04;23_3;23;2024;CPRC;44349,7817499373;NA;NA;NA;44419,9646874373;NA;NA;NA
jour;2025-06-04;23_3;23;2023;CPRC;43128,4794957291;NA;NA;NA;43863,7997248958;NA;NA;NA
jour;2025-06-04;23_3;23;2022;CPRC;45939,7456331667;NA;NA;NA;45940,5919665000;NA;NA;NA
jour;2025-06-04;23_3;23;2021;CPRC;45600,6799838890;NA;NA;NA;46085,4911088890;NA;NA;NA
jour;2025-06-04;23_3;23;2020;CPRC;43097,6467286875;NA;NA;NA;43730,2888328542;NA;NA;NA
jour;2025-06-03;23_2;23;2025;CPRC;43696,2291470345;46224,0661462917;48356,3418462083;46933,9136815255;43748,5202512011;46279,8643091250;48491,0957003750;47132,9350634700
jour;2025-06-03;23_2;23;2024;CPRC;44382,9439182151;NA;NA;NA;44451,9334598818;NA;NA;NA
jour;2025-06-03;23_2;23;2023;CPRC;42989,8937121874;NA;NA;NA;43454,0772121874;NA;NA;NA
jour;2025-06-03;23_2;23;2022;CPRC;45172,5289358333;NA;NA;NA;45285,1169983333;NA;NA;NA
jour;2025-06-03;23_2;23;2021;CPRC;45439,0728876131;NA;NA;NA;45667,5917834464;NA;NA;NA
jour;2025-06-03;23_2;23;2020;CPRC;42414,8286588958;NA;NA;NA;43062,8387005625;NA;NA;NA
jour;2025-06-02;23_1;23;2025;CPRC;42618,9167293539;44925,2316425205;46824,6141166667;45889,9733361371;42816,1570418539;45412,4867050205;47124,1682833333;46196,5259694704
jour;2025-06-02;23_1;23;2024;CPRC;44090,2685733401;NA;NA;NA;44482,9124275068;NA;NA;NA
jour;2025-06-02;23_1;23;2023;CPRC;42271,3732438749;NA;NA;NA;42688,8925563749;NA;NA;NA
jour;2025-06-02;23_1;23;2022;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-06-02;23_1;23;2021;CPRC;44545,8777092985;NA;NA;NA;44589,9406467985;NA;NA;NA
jour;2025-06-02;23_1;23;2020;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-06-01;22_7;22;2025;CPRC;36586,1666767984;37866,2029995660;39198,3743463333;38463,3656072635;37323,7973226318;37976,5698813333;39431,6853671667;38747,0374926801
jour;2025-06-01;22_7;22;2024;CPRC;38571,9749997498;NA;NA;NA;39430,6508539165;NA;NA;NA
jour;2025-06-01;22_7;22;2023;CPRC;36518,1763995417;NA;NA;NA;36846,5180453750;NA;NA;NA
jour;2025-06-01;22_7;22;2022;CPRC;37906,9813377917;NA;NA;NA;38387,4196502917;NA;NA;NA
jour;2025-06-01;22_7;22;2021;CPRC;38261,3398841608;NA;NA;NA;38250,4272174941;NA;NA;NA
jour;2025-06-01;22_7;22;2020;CPRC;35356,6227074375;NA;NA;NA;35681,8662907708;NA;NA;NA
jour;2025-05-31;22_6;22;2025;CPRC;37843,8750112290;40473,6104233635;42224,1983292708;41281,1678926013;38899,2745945623;40750,4777150302;42643,3049334375;41556,1481044069
jour;2025-05-31;22_6;22;2024;CPRC;40211,1308136248;NA;NA;NA;41136,8604386248;NA;NA;NA
jour;2025-05-31;22_6;22;2023;CPRC;38852,5158429583;NA;NA;NA;38989,5336971250;NA;NA;NA
jour;2025-05-31;22_6;22;2022;CPRC;40718,6732208333;NA;NA;NA;41331,3265958333;NA;NA;NA
jour;2025-05-31;22_6;22;2021;CPRC;40186,3615373888;NA;NA;NA;40185,5913707221;NA;NA;NA
jour;2025-05-31;22_6;22;2020;CPRC;37744,0925712708;NA;NA;NA;38033,8323837708;NA;NA;NA
jour;2025-05-30;22_5;22;2025;CPRC;40424,6041072429;43132,0276840811;47939,1192779792;46003,2260059419;41026,0677947429;43269,3148924144;48668,4788613125;46362,3744885808
jour;2025-05-30;22_5;22;2024;CPRC;44497,5272683401;NA;NA;NA;45271,3300391734;NA;NA;NA
jour;2025-05-30;22_5;22;2023;CPRC;43340,5890604166;NA;NA;NA;43559,0862270833;NA;NA;NA
jour;2025-05-30;22_5;22;2022;CPRC;45677,8660142708;NA;NA;NA;46022,1060559375;NA;NA;NA
jour;2025-05-30;22_5;22;2021;CPRC;45093,0833548267;NA;NA;NA;45328,5337298267;NA;NA;NA
jour;2025-05-30;22_5;22;2020;CPRC;41982,5057084167;NA;NA;NA;42326,0771459167;NA;NA;NA
jour;2025-05-29;FRAscension;22;2025;CPRC;39571,8333901387;40791,8131428333;42929,0574079375;41505,8663599120;39683,4296401387;40970,0425803333;43632,0593037708;41810,5912349120
jour;2025-05-29;FRAscension;22;2024;CPRC;40145,2827912429;NA;NA;NA;40427,6796037429;NA;NA;NA
jour;2025-05-29;FRAscension;22;2023;CPRC;38588,1474397708;NA;NA;NA;40978,8808564375;NA;NA;NA
jour;2025-05-29;FRAscension;22;2022;CPRC;40812,2750850833;NA;NA;NA;40537,7303350833;NA;NA;NA
jour;2025-05-29;FRAscension;22;2021;CPRC;41086,5653950886;NA;NA;NA;44173,5324159220;NA;NA;NA
jour;2025-05-29;FRAscension;22;2020;CPRC;37598,2867926875;NA;NA;NA;38134,7374385208;NA;NA;NA
jour;2025-05-28;22_3;22;2025;CPRC;44530,2498913817;46838,1410690409;48039,3335482500;47535,6662201840;44565,1140163817;47414,9207124797;49333,9112920208;48226,3614111562
jour;2025-05-28;22_3;22;2024;CPRC;44862,3807279998;NA;NA;NA;45217,2870196665;NA;NA;NA
jour;2025-05-28;22_3;22;2023;CPRC;43571,5534813333;NA;NA;NA;43796,8510646666;NA;NA;NA
jour;2025-05-28;22_3;22;2022;CPRC;46451,7181801250;NA;NA;NA;46403,8033051250;NA;NA;NA
jour;2025-05-28;22_3;22;2021;CPRC;45240,1633752482;NA;NA;NA;45737,8627085815;NA;NA;NA
jour;2025-05-28;22_3;22;2020;CPRC;42596,7176992500;NA;NA;NA;42877,2894492500;NA;NA;NA
jour;2025-05-27;22_2;22;2025;CPRC;44282,0416120206;46507,8404102702;48424,5943466667;47367,9173029199;44398,9116328540;46859,7031186035;49495,3758842500;48057,4668827810
jour;2025-05-27;22_2;22;2024;CPRC;44155,0531203401;NA;NA;NA;44672,4241620068;NA;NA;NA
jour;2025-05-27;22_2;22;2023;CPRC;42714,3407789999;NA;NA;NA;42938,9693623333;NA;NA;NA
jour;2025-05-27;22_2;22;2022;CPRC;46116,9463128333;NA;NA;NA;46107,5697711667;NA;NA;NA
jour;2025-05-27;22_2;22;2021;CPRC;45064,4330440385;NA;NA;NA;45443,9770440385;NA;NA;NA
jour;2025-05-27;22_2;22;2020;CPRC;42860,6868680000;NA;NA;NA;42919,6916805000;NA;NA;NA
jour;2025-05-26;22_1;22;2025;CPRC;43027,0417034026;45363,0448951019;46818,0032212708;46179,8761551993;43159,3741200692;46009,5376659352;47959,9014921042;46785,7170176993
jour;2025-05-26;22_1;22;2024;CPRC;43214,6067166943;NA;NA;NA;43639,3679041943;NA;NA;NA
jour;2025-05-26;22_1;22;2023;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-05-26;22_1;22;2022;CPRC;44796,7373489583;NA;NA;NA;44956,4425156250;NA;NA;NA
