maille;date_jour;jour_semaine;semaine;annee;donnees;conso_corrigee;borne_inf;borne_sup;borne_moyenne;conso_brute;borne_inf_brute;borne_sup_brute;borne_moyenne_brute
jour;2025-11-18;47_2;47;2022;CPRC;59369,5096821250;NA;NA;NA;58917,5126196250;NA;NA;NA
jour;2025-11-18;47_2;47;2021;CPRC;64333,7610094812;NA;NA;NA;68293,1142178146;NA;NA;NA
jour;2025-11-18;47_2;47;2020;CPRC;61913,1686332291;NA;NA;NA;55899,0456748958;NA;NA;NA
jour;2025-11-17;47_1;47;2025;CPRC;58270,2709247498;61992,8990245000;64410,3933462917;63024,0114513694;53964,4790289165;56209,8682200833;69049,2713315959;63458,0542291472
jour;2025-11-17;47_1;47;2024;CPRC;57743,0621341804;NA;NA;NA;58019,6578633471;NA;NA;NA
jour;2025-11-17;47_1;47;2023;CPRC;59514,4307766249;NA;NA;NA;53713,9267349583;NA;NA;NA
jour;2025-11-17;47_1;47;2022;CPRC;57309,6348882708;NA;NA;NA;57472,2314924375;NA;NA;NA
jour;2025-11-17;47_1;47;2021;CPRC;62137,8739160295;NA;NA;NA;66047,7952701961;NA;NA;NA
jour;2025-11-17;47_1;47;2020;CPRC;60903,2872265625;NA;NA;NA;54161,3120598958;NA;NA;NA
jour;2025-11-16;46_7;46;2025;CPRC;52470,0833419234;53713,2187698333;55839,6893604167;54759,8800947345;45262,4001127567;48538,6812145833;61272,5177536800;55072,1438030678
jour;2025-11-16;46_7;46;2024;CPRC;51030,2256909650;NA;NA;NA;52936,5713367984;NA;NA;NA
jour;2025-11-16;46_7;46;2023;CPRC;53290,8493188333;NA;NA;NA;46530,4225479999;NA;NA;NA
jour;2025-11-16;46_7;46;2022;CPRC;50167,8091907500;NA;NA;NA;49696,3418365833;NA;NA;NA
jour;2025-11-16;46_7;46;2021;CPRC;53244,8653511978;NA;NA;NA;57496,5467261978;NA;NA;NA
jour;2025-11-16;46_7;46;2020;CPRC;54593,4926696667;NA;NA;NA;46768,4758571666;NA;NA;NA
jour;2025-11-15;46_6;46;2025;CPRC;53904,9167432636;56103,1058637638;57428,4285484375;56726,3571695714;45176,9904515970;51936,9929026042;63852,0317595971;57384,6020827659
jour;2025-11-15;46_6;46;2024;CPRC;52610,6955537151;NA;NA;NA;54745,5466787151;NA;NA;NA
jour;2025-11-15;46_6;46;2023;CPRC;53905,9270312708;NA;NA;NA;50577,5186979375;NA;NA;NA
jour;2025-11-15;46_6;46;2022;CPRC;51659,7240971666;NA;NA;NA;50467,2935971667;NA;NA;NA
jour;2025-11-15;46_6;46;2021;CPRC;55076,0199600224;NA;NA;NA;58465,5169600224;NA;NA;NA
jour;2025-11-15;46_6;46;2020;CPRC;54846,8834283958;NA;NA;NA;47521,1526367292;NA;NA;NA
jour;2025-11-14;46_5;46;2025;CPRC;58727,7499994442;61586,8664487085;62695,8972519375;62139,3335687236;49566,5528119442;55944,5657082708;69721,5665528752;62048,7673430292
jour;2025-11-14;46_5;46;2024;CPRC;57654,7856357359;NA;NA;NA;58598,5469482359;NA;NA;NA
jour;2025-11-14;46_5;46;2023;CPRC;58184,8379212083;NA;NA;NA;54888,2142753750;NA;NA;NA
jour;2025-11-14;46_5;46;2022;CPRC;57527,0145311250;NA;NA;NA;53174,7881352916;NA;NA;NA
jour;2025-11-14;46_5;46;2021;CPRC;60484,8081836333;NA;NA;NA;62710,2255586333;NA;NA;NA
jour;2025-11-14;46_5;46;2020;CPRC;58865,7590986875;NA;NA;NA;53265,3810153541;NA;NA;NA
jour;2025-11-13;46_4;46;2025;CPRC;58528,2291230206;61501,8613382708;62635,8153386042;62144,2345753279;50758,6958105206;55016,6882132708;68524,8896146819;61818,8959086613
jour;2025-11-13;46_4;46;2024;CPRC;58228,5994522707;NA;NA;NA;58977,4458481040;NA;NA;NA
jour;2025-11-13;46_4;46;2023;CPRC;59022,7805734791;NA;NA;NA;55358,2651568124;NA;NA;NA
jour;2025-11-13;46_4;46;2022;CPRC;58160,2977762083;NA;NA;NA;52200,8922762083;NA;NA;NA
jour;2025-11-13;46_4;46;2021;CPRC;61351,8413107196;NA;NA;NA;63066,0817690530;NA;NA;NA
jour;2025-11-13;46_4;46;2020;CPRC;58482,5946487708;NA;NA;NA;53297,0547737708;NA;NA;NA
jour;2025-11-12;46_3;46;2025;CPRC;57374,6875279512;61529,3229504792;62323,3123653223;61835,3256000642;52076,8185279512;58187,4733653223;67410,6349362083;62678,7539333975
jour;2025-11-12;46_3;46;2024;CPRC;57457,1020678748;NA;NA;NA;58069,4593803748;NA;NA;NA
jour;2025-11-12;46_3;46;2023;CPRC;58819,2273874583;NA;NA;NA;52921,4303457916;NA;NA;NA
jour;2025-11-12;46_3;46;2022;CPRC;57610,4867521041;NA;NA;NA;52424,3356896041;NA;NA;NA
jour;2025-11-12;46_3;46;2021;CPRC;60554,1943169416;NA;NA;NA;62703,7566919416;NA;NA;NA
jour;2025-11-12;46_3;46;2020;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-11-11;FRArmisticeDay;46;2025;CPRC;51664,1875124859;52596,7680813754;55423,5736728542;53671,8543115144;48306,4538666526;48594,2208395208;57921,7109490417;53292,5261899866
jour;2025-11-11;FRArmisticeDay;46;2024;CPRC;49565,8098777776;NA;NA;NA;47467,0814819442;NA;NA;NA
jour;2025-11-11;FRArmisticeDay;46;2023;CPRC;49641,6246584791;NA;NA;NA;51034,2214918124;NA;NA;NA
jour;2025-11-11;FRArmisticeDay;46;2022;CPRC;49326,2049959792;NA;NA;NA;45820,4032459792;NA;NA;NA
jour;2025-11-11;FRArmisticeDay;46;2021;CPRC;52344,7162991642;NA;NA;NA;57305,9841324976;NA;NA;NA
jour;2025-11-11;FRArmisticeDay;46;2020;CPRC;53011,1727382291;NA;NA;NA;48715,1547173958;NA;NA;NA
jour;2025-11-10;46_1;46;2025;CPRC;53013,3124568956;55966,9907001042;61570,0980858750;59512,2069007759;51045,4609777290;51299,1181075625;64512,3658195834;58230,4634466092
jour;2025-11-10;46_1;46;2024;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-11-10;46_1;46;2023;CPRC;57801,8967174583;NA;NA;NA;52482,3895299583;NA;NA;NA
jour;2025-11-10;46_1;46;2022;CPRC;54748,7404489583;NA;NA;NA;51327,2331781250;NA;NA;NA
jour;2025-11-10;46_1;46;2021;CPRC;58779,4685684969;NA;NA;NA;60851,4984226635;NA;NA;NA
jour;2025-11-10;46_1;46;2020;CPRC;57325,1829254791;NA;NA;NA;51400,5106129791;NA;NA;NA
jour;2025-11-09;45_7;45;2025;CPRC;48932,7499769303;50840,5984952823;52888,2106595625;51700,1001509815;46541,7133102637;43959,0048816875;56488,4132865417;51839,0892551481
jour;2025-11-09;45_7;45;2024;CPRC;48303,3582470484;NA;NA;NA;45428,9821428817;NA;NA;NA
jour;2025-11-09;45_7;45;2023;CPRC;49529,4697053332;NA;NA;NA;49238,4159969999;NA;NA;NA
jour;2025-11-09;45_7;45;2022;CPRC;48427,5198791250;NA;NA;NA;44233,3203166250;NA;NA;NA
jour;2025-11-09;45_7;45;2021;CPRC;51015,4351684755;NA;NA;NA;51608,9450434755;NA;NA;NA
jour;2025-11-09;45_7;45;2020;CPRC;51217,5172614583;NA;NA;NA;45863,3840531250;NA;NA;NA
jour;2025-11-08;45_6;45;2025;CPRC;50639,6249898609;53187,6896314792;54752,5960225719;53949,2477721418;47223,3458231942;46402,8042816458;60383,6625481458;53881,2105763085
jour;2025-11-08;45_6;45;2024;CPRC;49903,1106776040;NA;NA;NA;47637,9299067706;NA;NA;NA
jour;2025-11-08;45_6;45;2023;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-11-08;45_6;45;2022;CPRC;49050,7233717500;NA;NA;NA;45069,8780800833;NA;NA;NA
jour;2025-11-08;45_6;45;2021;CPRC;52265,5644678656;NA;NA;NA;54047,2003636990;NA;NA;NA
jour;2025-11-08;45_6;45;2020;CPRC;52148,5256278958;NA;NA;NA;49512,6424195625;NA;NA;NA
jour;2025-11-07;45_5;45;2025;CPRC;55316,6249714442;58767,9551073253;60409,3317211667;59650,4764715928;50991,7213256109;53336,9174920000;63424,7738697917;59365,3001465928
jour;2025-11-07;45_5;45;2024;CPRC;54505,4713246804;NA;NA;NA;52641,2807413470;NA;NA;NA
jour;2025-11-07;45_5;45;2023;CPRC;56332,6712083541;NA;NA;NA;57009,9493958541;NA;NA;NA
jour;2025-11-07;45_5;45;2022;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-11-07;45_5;45;2021;CPRC;55508,2281848009;NA;NA;NA;59621,1070598009;NA;NA;NA
jour;2025-11-07;45_5;45;2020;CPRC;56779,0109710625;NA;NA;NA;56664,2106585625;NA;NA;NA
jour;2025-11-06;45_4;45;2025;CPRC;55801,3749112289;58968,9720003147;60511,9088511042;59676,3525558171;50687,5798278956;54873,2676636042;65386,4666515209;60922,3227051226
jour;2025-11-06;45_4;45;2024;CPRC;54832,6512047498;NA;NA;NA;52438,2868714165;NA;NA;NA
jour;2025-11-06;45_4;45;2023;CPRC;55535,9808790208;NA;NA;NA;56231,6649206874;NA;NA;NA
jour;2025-11-06;45_4;45;2022;CPRC;54567,7059002916;NA;NA;NA;50808,9589419583;NA;NA;NA
jour;2025-11-06;45_4;45;2021;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-11-06;45_4;45;2020;CPRC;57373,4577653750;NA;NA;NA;58178,0483278750;NA;NA;NA
jour;2025-11-05;45_3;45;2025;CPRC;55589,7708612776;58693,2648322944;60463,2471291250;59454,6795223611;50836,7217779442;55663,8508582917;67929,7836329584;60892,9591577777
jour;2025-11-05;45_3;45;2024;CPRC;54604,1075371665;NA;NA;NA;52082,8224538331;NA;NA;NA
jour;2025-11-05;45_3;45;2023;CPRC;55407,8488297083;NA;NA;NA;56145,1774755416;NA;NA;NA
jour;2025-11-05;45_3;45;2022;CPRC;55541,3929899375;NA;NA;NA;50132,2155732708;NA;NA;NA
jour;2025-11-05;45_3;45;2021;CPRC;58286,9262981843;NA;NA;NA;63890,5924023510;NA;NA;NA
jour;2025-11-05;45_3;45;2020;CPRC;57354,0341461875;NA;NA;NA;57383,4397503541;NA;NA;NA
jour;2025-11-04;45_2;45;2025;CPRC;54414,2916518956;58516,1629463125;60035,6568474583;59005,1524424034;51090,4340060623;55841,6800026250;68190,8765504792;60081,6175049034
jour;2025-11-04;45_2;45;2024;CPRC;53915,6760940762;NA;NA;NA;52123,9097399095;NA;NA;NA
jour;2025-11-04;45_2;45;2023;CPRC;54742,7939219791;NA;NA;NA;55078,1301928124;NA;NA;NA
jour;2025-11-04;45_2;45;2022;CPRC;54968,5929401250;NA;NA;NA;50189,4832526250;NA;NA;NA
jour;2025-11-04;45_2;45;2021;CPRC;57856,8964448223;NA;NA;NA;62548,2123614889;NA;NA;NA
jour;2025-11-04;45_2;45;2020;CPRC;57309,5188435416;NA;NA;NA;53876,7596352083;NA;NA;NA
jour;2025-11-03;45_1;45;2025;CPRC;53340,7291584373;56768,8758743750;58041,4286594583;57451,5194935823;50607,5597417706;52933,0247152083;65784,9755410417;57901,5575144156
jour;2025-11-03;45_1;45;2024;CPRC;52990,5310076665;NA;NA;NA;51649,7663618332;NA;NA;NA
jour;2025-11-03;45_1;45;2023;CPRC;53838,7310939375;NA;NA;NA;53250,6469897708;NA;NA;NA
jour;2025-11-03;45_1;45;2022;CPRC;53291,5052363542;NA;NA;NA;49693,0716321875;NA;NA;NA
jour;2025-11-03;45_1;45;2021;CPRC;56453,9743272176;NA;NA;NA;60275,0996397176;NA;NA;NA
jour;2025-11-03;45_1;45;2020;CPRC;56052,1213443750;NA;NA;NA;49956,9273027083;NA;NA;NA
jour;2025-11-02;44_7;44;2025;CPRC;47612,6875517012;48218,3660398542;49762,8466526661;49041,0500528683;44379,3429475345;43594,9918532083;54115,7461648542;49398,8206903683
jour;2025-11-02;44_7;44;2024;CPRC;46385,8730240554;NA;NA;NA;44965,9266073887;NA;NA;NA
jour;2025-11-02;44_7;44;2023;CPRC;47868,0770078333;NA;NA;NA;46452,7783203333;NA;NA;NA
jour;2025-11-02;44_7;44;2022;CPRC;45992,3155782292;NA;NA;NA;44994,4027032292;NA;NA;NA
jour;2025-11-02;44_7;44;2021;CPRC;48998,9184027341;NA;NA;NA;54028,5295277341;NA;NA;NA
jour;2025-11-02;44_7;44;2020;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-11-01;FRAllSaints;44;2025;CPRC;48670,6249645692;48674,7311497708;50582,8179253829;49662,7156022384;44473,5629437359;44604,8225278333;53817,8586295684;48949,8137029328
jour;2025-11-01;FRAllSaints;44;2024;CPRC;47483,4748072012;NA;NA;NA;44993,4082030345;NA;NA;NA
jour;2025-11-01;FRAllSaints;44;2023;CPRC;47537,5957599166;NA;NA;NA;45328,5898015833;NA;NA;NA
jour;2025-11-01;FRAllSaints;44;2022;CPRC;45576,2955159167;NA;NA;NA;39828,1986409167;NA;NA;NA
jour;2025-11-01;FRAllSaints;44;2021;CPRC;47833,2375422822;NA;NA;NA;47261,6184589488;NA;NA;NA
jour;2025-11-01;FRAllSaints;44;2020;CPRC;49665,4879947291;NA;NA;NA;44858,6858905625;NA;NA;NA
jour;2025-10-31;44_5;44;2025;CPRC;52736,7291369025;53228,5792020776;56691,7536458333;55706,3350943614;50237,1097410692;51074,7260803125;61452,7032386875;55818,4800651947
jour;2025-10-31;44_5;44;2024;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-10-31;44_5;44;2023;CPRC;51096,6622860416;NA;NA;NA;52636,8182652083;NA;NA;NA
jour;2025-10-31;44_5;44;2022;CPRC;51494,4971660625;NA;NA;NA;48905,9673118958;NA;NA;NA
jour;2025-10-31;44_5;44;2021;CPRC;55328,8122755803;NA;NA;NA;60633,4547339137;NA;NA;NA
jour;2025-10-31;44_5;44;2020;CPRC;55361,9984752500;NA;NA;NA;51991,5254544167;NA;NA;NA
jour;2025-10-30;44_4;44;2025;CPRC;52567,1875024512;55920,3533313958;56944,8290615000;56353,7386629548;50854,7715649512;52429,9238495833;60290,7659156667;55733,7738629548
jour;2025-10-30;44_4;44;2024;CPRC;52091,5758716804;NA;NA;NA;49021,6262883471;NA;NA;NA
jour;2025-10-30;44_4;44;2023;CPRC;51130,0010443958;NA;NA;NA;49934,7808360624;NA;NA;NA
jour;2025-10-30;44_4;44;2022;CPRC;51737,7561393542;NA;NA;NA;47641,6241393542;NA;NA;NA
jour;2025-10-30;44_4;44;2021;CPRC;55591,4371948570;NA;NA;NA;60508,6172365236;NA;NA;NA
jour;2025-10-30;44_4;44;2020;CPRC;56025,9021141458;NA;NA;NA;53987,1755933125;NA;NA;NA
jour;2025-10-29;44_3;44;2025;CPRC;52873,6874557567;55544,4721921042;56512,5316164166;55953,1873660984;51446,8816640900;53276,5920055625;62355,7214955669;56370,1555327651
jour;2025-10-29;44_3;44;2024;CPRC;52072,1323351318;NA;NA;NA;48874,4713767984;NA;NA;NA
jour;2025-10-29;44_3;44;2023;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-10-29;44_3;44;2022;CPRC;50734,1413464375;NA;NA;NA;45564,7274506042;NA;NA;NA
jour;2025-10-29;44_3;44;2021;CPRC;54800,5327040005;NA;NA;NA;57916,7570165005;NA;NA;NA
jour;2025-10-29;44_3;44;2020;CPRC;55729,3277735000;NA;NA;NA;55283,6917943333;NA;NA;NA
jour;2025-10-28;44_2;44;2025;CPRC;52151,3125055067;55090,0893565208;56495,2257192083;55728,7158766771;50903,5952555067;53419,6499043750;64271,2441397243;56898,8991558438
jour;2025-10-28;44_2;44;2024;CPRC;51862,7887538262;NA;NA;NA;48577,6357746596;NA;NA;NA
jour;2025-10-28;44_2;44;2023;CPRC;51320,6530097291;NA;NA;NA;48837,4685097291;NA;NA;NA
jour;2025-10-28;44_2;44;2022;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-10-28;44_2;44;2021;CPRC;53765,0265066044;NA;NA;NA;55245,7413191044;NA;NA;NA
jour;2025-10-28;44_2;44;2020;CPRC;55322,1858058333;NA;NA;NA;56480,3311808333;NA;NA;NA
jour;2025-10-27;44_1;44;2025;CPRC;51296,6042015970;51294,9678131875;54597,7721031042;53653,4215290998;51552,6326599303;51352,6091567708;63714,8321215374;54643,6940707665
jour;2025-10-27;44_1;44;2024;CPRC;50632,4109534443;NA;NA;NA;47235,0588076109;NA;NA;NA
jour;2025-10-27;44_1;44;2023;CPRC;50863,2002019374;NA;NA;NA;48199,5480144375;NA;NA;NA
jour;2025-10-27;44_1;44;2022;CPRC;46644,4152870417;NA;NA;NA;41025,4980995417;NA;NA;NA
jour;2025-10-27;44_1;44;2021;CPRC;NA;NA;NA;NA;NA;NA;NA;NA
jour;2025-10-27;44_1;44;2020;CPRC;53879,8174086458;NA;NA;NA;54232,1485544792;NA;NA;NA
jour;2025-10-26;43_7;43;2025;CPRC;44322,2400350532;45427,0782604261;46710,9827208000;46331,8371532401;45426,9364150532;43268,4532336800;52629,5681004261;46623,2102465734
jour;2025-10-26;43_7;43;2024;CPRC;44698,2203833532;NA;NA;NA;41327,0627633532;NA;NA;NA
jour;2025-10-26;43_7;43;2023;CPRC;45529,2808881199;NA;NA;NA;42058,8860281199;NA;NA;NA
jour;2025-10-26;43_7;43;2022;CPRC;42958,0123300800;NA;NA;NA;37498,5052100800;NA;NA;NA
jour;2025-10-26;43_7;43;2021;CPRC;46487,3591897416;NA;NA;NA;44713,5751897416;NA;NA;NA
jour;2025-10-26;43_7;43;2020;CPRC;46716,0613233600;NA;NA;NA;45533,1968833600;NA;NA;NA
jour;2025-10-25;43_6;43;2025;CPRC;46446,6249837011;47324,2579596342;49007,0568019792;48600,4450160133;46223,5309837011;45239,4964795084;50856,5910429675;48445,4859187911
jour;2025-10-25;43_6;43;2024;CPRC;46269,6886199651;NA;NA;NA;43071,8530991317;NA;NA;NA
jour;2025-10-25;43_6;43;2023;CPRC;46659,5734780208;NA;NA;NA;44545,0342280208;NA;NA;NA
jour;2025-10-25;43_6;43;2022;CPRC;44380,6723980833;NA;NA;NA;39276,2087105833;NA;NA;NA
jour;2025-10-25;43_6;43;2021;CPRC;48613,1399252222;NA;NA;NA;47577,1923418889;NA;NA;NA
jour;2025-10-25;43_6;43;2020;CPRC;48697,2990948958;NA;NA;NA;46275,0380115625;NA;NA;NA
jour;2025-10-24;43_5;43;2025;CPRC;50902,8542144303;53138,2633673533;54493,4592246667;53944,1347482874;50689,8050269303;50942,9615521627;55993,9561413333;53311,4989982874
jour;2025-10-24;43_5;43;2024;CPRC;50476,7757214234;NA;NA;NA;47130,2436589234;NA;NA;NA
jour;2025-10-24;43_5;43;2023;CPRC;50734,0894986041;NA;NA;NA;48463,4163319375;NA;NA;NA
jour;2025-10-24;43_5;43;2022;CPRC;48866,3263484167;NA;NA;NA;44033,9550567500;NA;NA;NA
jour;2025-10-24;43_5;43;2021;CPRC;53032,9205872166;NA;NA;NA;52661,3661705500;NA;NA;NA
jour;2025-10-24;43_5;43;2020;CPRC;53309,2461931250;NA;NA;NA;50587,3852347917;NA;NA;NA
jour;2025-10-23;43_4;43;2025;CPRC;51571,6874713609;53638,9778518562;54903,8301261667;54346,0897388785;49208,9553046942;51636,7767181230;58055,5966678333;53755,4795687396
jour;2025-10-23;43_4;43;2024;CPRC;50692,4136971665;NA;NA;NA;48220,5052179998;NA;NA;NA
jour;2025-10-23;43_4;43;2023;CPRC;50767,1261078124;NA;NA;NA;48551,9899203124;NA;NA;NA
jour;2025-10-23;43_4;43;2022;CPRC;49187,9816705208;NA;NA;NA;44573,6863371875;NA;NA;NA
jour;2025-10-23;43_4;43;2021;CPRC;53016,0540809615;NA;NA;NA;53800,6227059615;NA;NA;NA
jour;2025-10-23;43_4;43;2020;CPRC;53882,6390813125;NA;NA;NA;51060,5004354792;NA;NA;NA
jour;2025-10-22;43_3;43;2025;CPRC;50407,1249624789;53712,4884945908;54704,2573856667;54051,0845859659;47722,4161499789;51491,2669777708;58828,6177210417;53837,4665165215
jour;2025-10-22;43_3;43;2024;CPRC;50550,3286120137;NA;NA;NA;48211,5541536804;NA;NA;NA
jour;2025-10-22;43_3;43;2023;CPRC;50323,8753241250;NA;NA;NA;48516,2364074583;NA;NA;NA
jour;2025-10-22;43_3;43;2022;CPRC;49170,4331959167;NA;NA;NA;44807,6456542500;NA;NA;NA
jour;2025-10-22;43_3;43;2021;CPRC;52820,6028350763;NA;NA;NA;53763,2495850763;NA;NA;NA
jour;2025-10-22;43_3;43;2020;CPRC;53988,8321487916;NA;NA;NA;51953,5435654583;NA;NA;NA
jour;2025-10-21;43_2;43;2025;CPRC;50066,0000098470;53150,9921330998;54701,8676392917;53640,0790952506;47963,5710723470;50359,5715797708;58110,8869175833;53608,2531056672
jour;2025-10-21;43_2;43;2024;CPRC;49857,0705454582;NA;NA;NA;47029,7398996248;NA;NA;NA
jour;2025-10-21;43_2;43;2023;CPRC;49229,8555550208;NA;NA;NA;47835,7604300208;NA;NA;NA
jour;2025-10-21;43_2;43;2022;CPRC;48957,1001388750;NA;NA;NA;45006,4368888750;NA;NA;NA
jour;2025-10-21;43_2;43;2021;CPRC;52490,9860853568;NA;NA;NA;53703,1005645235;NA;NA;NA
jour;2025-10-21;43_2;43;2020;CPRC;52878,2310308542;NA;NA;NA;54616,4035516875;NA;NA;NA
jour;2025-10-20;43_1;43;2025;CPRC;49553,0625292636;50793,2032971667;53222,8356843750;52055,0345310242;47570,5945709303;47885,3730888333;57137,9957993125;52261,8208296354
jour;2025-10-20;43_1;43;2024;CPRC;49032,7745193401;NA;NA;NA;45911,3423943401;NA;NA;NA
jour;2025-10-20;43_1;43;2023;CPRC;47952,3548049583;NA;NA;NA;47450,4103466250;NA;NA;NA
jour;2025-10-20;43_1;43;2022;CPRC;48085,0118324792;NA;NA;NA;44276,2881658125;NA;NA;NA
jour;2025-10-20;43_1;43;2021;CPRC;50856,6353056104;NA;NA;NA;53410,7057431104;NA;NA;NA
jour;2025-10-20;43_1;43;2020;CPRC;50553,6981043333;NA;NA;NA;55460,5869168333;NA;NA;NA
jour;2025-10-19;42_7;42;2025;CPRC;43460,1666085484;42550,0330086042;44941,9256994583;44008,3266603524;43026,4051085484;39844,6824044375;49791,3743910000;44784,4761742413
jour;2025-10-19;42_7;42;2024;CPRC;43349,0935729373;NA;NA;NA;41030,1243021040;NA;NA;NA
jour;2025-10-19;42_7;42;2023;CPRC;42112,6875446250;NA;NA;NA;40485,4436904583;NA;NA;NA
jour;2025-10-19;42_7;42;2022;CPRC;41678,1510808750;NA;NA;NA;38121,6451642083;NA;NA;NA
jour;2025-10-19;42_7;42;2021;CPRC;43873,1449852735;NA;NA;NA;47436,1559852735;NA;NA;NA
jour;2025-10-19;42_7;42;2020;CPRC;43978,4286861875;NA;NA;NA;48999,0196445208;NA;NA;NA
jour;2025-10-18;42_6;42;2025;CPRC;43786,5416292151;45718,1798704792;46892,0714221042;46222,2004500587;44013,0387125484;43230,7956621458;53449,4934619167;46972,9139708920
jour;2025-10-18;42_6;42;2024;CPRC;44505,7429648401;NA;NA;NA;42626,3629023401;NA;NA;NA
jour;2025-10-18;42_6;42;2023;CPRC;44692,4710805000;NA;NA;NA;42357,7056430000;NA;NA;NA
jour;2025-10-18;42_6;42;2022;CPRC;43368,9379013958;NA;NA;NA;40044,7019430625;NA;NA;NA
jour;2025-10-18;42_6;42;2021;CPRC;45698,1709446593;NA;NA;NA;48379,2939654926;NA;NA;NA
jour;2025-10-18;42_6;42;2020;CPRC;45752,8459282708;NA;NA;NA;51227,4708866042;NA;NA;NA
jour;2025-10-17;42_5;42;2025;CPRC;47961,2916579026;50676,2707411668;52541,0204198542;51586,9218317217;48008,9114704026;48569,9320120001;61022,2938372500;52499,1119289440
jour;2025-10-17;42_5;42;2024;CPRC;48585,0778751734;NA;NA;NA;46672,3596668401;NA;NA;NA
jour;2025-10-17;42_5;42;2023;CPRC;48752,2516452499;NA;NA;NA;46011,6174577499;NA;NA;NA
jour;2025-10-17;42_5;42;2022;CPRC;47551,6368117292;NA;NA;NA;44478,8565408958;NA;NA;NA
jour;2025-10-17;42_5;42;2021;CPRC;51228,4146295955;NA;NA;NA;52647,2262337622;NA;NA;NA
jour;2025-10-17;42_5;42;2020;CPRC;50830,6557962708;NA;NA;NA;57076,0070879375;NA;NA;NA
jour;2025-10-16;42_4;42;2025;CPRC;48316,5417510762;50780,9864293324;52964,2793691667;51828,4469286874;48134,2938135762;48748,9242834991;60472,9252664583;52679,2838800763
jour;2025-10-16;42_4;42;2024;CPRC;48765,2057344512;NA;NA;NA;46547,2414219512;NA;NA;NA
jour;2025-10-16;42_4;42;2023;CPRC;49384,1458913125;NA;NA;NA;46647,6968496458;NA;NA;NA
jour;2025-10-16;42_4;42;2022;CPRC;47704,3384337917;NA;NA;NA;44866,7607254583;NA;NA;NA
jour;2025-10-16;42_4;42;2021;CPRC;51941,8859236241;NA;NA;NA;50921,8869444575;NA;NA;NA
jour;2025-10-16;42_4;42;2020;CPRC;51193,2755016250;NA;NA;NA;57456,4970224583;NA;NA;NA
jour;2025-10-15;42_3;42;2025;CPRC;48217,1458463817;50604,2596020324;52963,9599715833;51685,9565667117;47678,3125130484;48746,7111436990;57907,8069225000;52128,7870736561
jour;2025-10-15;42_3;42;2024;CPRC;48846,7235686040;NA;NA;NA;46649,5662561040;NA;NA;NA
jour;2025-10-15;42_3;42;2023;CPRC;49924,1039805625;NA;NA;NA;47775,0080847291;NA;NA;NA
jour;2025-10-15;42_3;42;2022;CPRC;47525,6193243750;NA;NA;NA;44900,4932827083;NA;NA;NA
jour;2025-10-15;42_3;42;2021;CPRC;51818,0433776113;NA;NA;NA;50273,9766276113;NA;NA;NA
jour;2025-10-15;42_3;42;2020;CPRC;50642,8439659167;NA;NA;NA;56163,6600284167;NA;NA;NA
jour;2025-10-14;42_2;42;2025;CPRC;47796,6457743887;49965,8141667678;52878,9028744792;51175,5194622708;47116,5088993887;48282,3195001011;54545,4268272708;50865,5313233819
jour;2025-10-14;42_2;42;2024;CPRC;48728,4667770623;NA;NA;NA;47046,4291103957;NA;NA;NA
jour;2025-10-14;42_2;42;2023;CPRC;47886,9126809166;NA;NA;NA;47572,0144517500;NA;NA;NA
jour;2025-10-14;42_2;42;2022;CPRC;47103,6037478750;NA;NA;NA;44709,5680603750;NA;NA;NA
jour;2025-10-14;42_2;42;2021;CPRC;51295,7890598703;NA;NA;NA;50529,6800182036;NA;NA;NA
jour;2025-10-14;42_2;42;2020;CPRC;50396,8323996875;NA;NA;NA;55269,3518371875;NA;NA;NA
jour;2025-10-13;42_1;42;2025;CPRC;46719,9584083609;48383,5757958690;51607,8027643125;49774,3488683542;46359,1749083609;46947,2098950477;52491,6020559792;49178,2672121042
jour;2025-10-13;42_1;42;2024;CPRC;47879,1524875693;NA;NA;NA;46970,8528000693;NA;NA;NA
jour;2025-10-13;42_1;42;2023;CPRC;45448,2372775417;NA;NA;NA;45812,6443400417;NA;NA;NA
jour;2025-10-13;42_1;42;2022;CPRC;46420,4052903333;NA;NA;NA;44238,4992486667;NA;NA;NA
jour;2025-10-13;42_1;42;2021;CPRC;50310,9781686792;NA;NA;NA;51743,1750020126;NA;NA;NA
jour;2025-10-13;42_1;42;2020;CPRC;49143,8355564792;NA;NA;NA;53566,8780356458;NA;NA;NA
jour;2025-10-12;41_7;41;2025;CPRC;40862,7291840207;41013,9702619470;43896,3092159583;42374,9432500480;40633,4853506873;39968,6231161137;45619,2184867917;41943,0543750481
jour;2025-10-12;41_7;41;2024;CPRC;41997,9431983262;NA;NA;NA;41715,6038858262;NA;NA;NA
